address,annotate,author,booktitle,chapter,crossref,edition,editor,howpublished,institution,journal,key,month,note,number,organization,pages,publisher,school,series,title,type,volume,year,entrytype,tags,intrahash,citation,merged
 , ,Derek H. Sleeman and Andy Aiken and Laura Moss and John Kinsella and Malcolm Sim,Advances in Machine Learning II, ,series/sci/2010-263, ,Jacek Koronacki and Zbigniew W. Ras and Slawomir T. Wierzchon and Janusz Kacprzyk, , , , , , , , , ,Springer, ,Studies in Computational Intelligence,A System to Detect Inconsistencies between a Domain Expert's Different Perspectives on (Classification) Tasks., ,263,2010,incollection,http://www.bibsonomy.org/api/tags/dblpdblp,f155f855a3ebf75507dccf75de2c845a, , 
 , ,B. Aiken and J. Strassner and B. Carpenter and I. Foster and C. Lynch and J. Mambretti and R. Moore and B. Teitelbaum, , , , , ,RFC 2768 (Informational), , , ,February, ,2768,Internet Engineering Task Force, ,IETF, ,Request for Comments,{Network Policy and Services: A Report of a Workshop on Middleware}, , ,2000,misc,http://www.bibsonomy.org/api/tags/importedimported,71eb62e0f8aa8f51380b6d35fe6f6b19, , 
 , ,{Sean P.} Clarke and {Douglas M.} Sloane and {Linda H.} Aiken, , , , , , , ,American Journal of Public Health, , , ,7, , , , , ,Effects of Hospital Staffing and Organizational Climate on Needlestick Injuries to Nurses., ,92,2002,article,"http://www.bibsonomy.org/api/tags/EMPLOYEES,EMPLOYEES,http://www.bibsonomy.org/api/tags/injuries,injuries,http://www.bibsonomy.org/api/tags/HOSPITALS,HOSPITALS,http://www.bibsonomy.org/api/tags/NURSINGNURSINGhttp://www.bibsonomy.org/api/tags/NURSESNURSEShttp://www.bibsonomy.org/api/tags/STABSTABhttp://www.bibsonomy.org/api/tags/WOUNDSWOUNDShttp://www.bibsonomy.org/api/tags/NEEDLESTICKNEEDLESTICKhttp://www.bibsonomy.org/api/tags/wounds,wounds,",0fc31d25c06b4790a8065a8b7be6643b, , 
 , ,Tina Roth and Peter Aiken and Scarlette Hobbs, , , , , , , ,HYPERMEDIA, , , ,3, , , , , ,Hypermedia Support for Software Development: A Retrospective Assessment, ,6,1994,article,http://www.bibsonomy.org/api/tags/importedimported,0bd3270aa7b415e6baa28d6e68b92bf0, , 
 , ,Richard G. Epstein and Robert M. Aiken,ICCAL, ,conf/iccal/1989, ,Hermann A. Maurer, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,The Information Resource Model., ,360,1989,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,d143fa4219518fac8afb09819350d74d, , 
 , ,Alexander Aiken and Alexandru Nicolau,ESOP, ,conf/esop/1988, ,Harald Ganzinger, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Perfect Pipelining: A New Loop Parallelization Technique., ,300,1988,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,0a6912daebb3b09d7d607e493ab120a5, , 
 , ,"{Allen B. Tucker (Editor and Co-chair)} and {Bruce H.
       Barnes (Co-chair)} and Robert M. Aiken and Keith Barker and Kim B. Bruce and J. Thomas Cain and Susan E. Conry and Gerald L. Engel and Richard G. Epstein and Doris K. Lidtke and Michael C. Mulder and Jean B. Rogers and Eugene H. Spafford and A. Joe Turner", , , , , ,\url{http://www.acm.org/education/curr91/homepage.html}, , , , , , , , , , , ,"{Computing Curricula~1991 Report of the ACM/IEEE-CS
       Joint Curriculum Task Force}", , ,1991,misc,http://www.bibsonomy.org/api/tags/importedimported,eb81041353cff03cbd9649dea85c10c0, , 
Ann Arbor, ,{Michael} Aiken and {Louis A.} Ferman and {Harold L.} Sheppard, , , , , , , , , , , , , , ,Univ. of Michigan Press, , ,"Economic failure, alienation, and extremism", , ,1968,book,http://www.bibsonomy.org/api/tags/importedimported,6bb2376ff324d83f0ce8027a6ace20b4, , 
 , ,Ned Kock and Robert M. Aiken and Cheryl Sandås, , , , , , , ,Computers & Education, , , ,4, , , , , ,Isolated versus integrated case studies: A comparison in the context of teaching complex and domain-specific IT applications., ,46,2006,article,http://www.bibsonomy.org/api/tags/dblpdblp,0d67e4a37cc53e60225771f59d444dfd, , 
 , ,Raph Levien and Alexander Aiken,7th USENIX Security Symposium, , , , , , , , , , , , , , , , ,Attack-Resistant Trust Metrics for Public Key Certification, , ,1998,inproceedings,"http://www.bibsonomy.org/api/tags/trusttrusthttp://www.bibsonomy.org/api/tags/graph,graph,http://www.bibsonomy.org/api/tags/adversarial-ir,adversarial-ir,",dd601c2212642572b2ab2d8670c0dc91, , 
 , ,Ned Kock and Robert M. Aiken and Cheryl Sandås, , , , , , , ,JITE, , , ,3, , , , , ,Bringing a Multidisciplinary Perspective of IT to the Classroom: A Theory-Based Development of a Second Course for Non-Majors., ,1,2002,article,http://www.bibsonomy.org/api/tags/dblpdblp,93d395bd38f0cc110e94a53774c242ea, , 
 , ,Nell B. Dale and Andrew D. McGettrick and John Impagliazzo and Robert M. Aiken and Elliot B. Koffman and Jim Leisy,SIGCSE, ,conf/sigcse/2009, ,Sue Fitzgerald and Mark Guzdial and Gary Lewandowski and Steven A. Wolfman, , , , , , , , , ,ACM, , ,A historical look at curricula and materials., , ,2009,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,2a316d80b45e7d335ff34a2f681463fc, , 
 , ,Isil Dillig and Thomas Dillig and Alex Aiken,CAV, ,conf/cav/2009, ,Ahmed Bouajjani and Oded Maler, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Cuts from Proofs: A Complete and Practical Technique for Solving Linear Inequalities over Integers., ,5643,2009,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,a1b3234e6156e32ffbc559dd4ff577f0, , 
 , ,D. Wagner and J. Foster and E. Brewer and and A. Aiken,Proc. Network and Distributed Systems Security Conference, , , , , , , , , , , , , ,ACM Press, , ,A First Step Towards Automated Detection of Buffer Overrun Vulnerabilities, , ,2000,inproceedings,http://www.bibsonomy.org/api/tags/importedimported,e08488cdb47d8a4e5d358d599f3cdbb0, , 
 , ,Yichen Xie and Alex Aiken, , , , , , , ,ACM Trans. Program. Lang. Syst., , , ,3, , , , , ,"Saturn: A scalable framework for error detection using Boolean
               satisfiability", ,29,2007,article,http://www.bibsonomy.org/api/tags/importedimported,7c37c2ddcafa059484c48eec7cb5b83c, , 
 , ,Manman Ren and Ji Young Park and Mike Houston and Alex Aiken and William J. Dally,PACT, ,conf/IEEEpact/2008, ,Andreas Moshovos and David Tarditi and Kunle Olukotun, , , , , , , , , ,ACM, , ,A tuning framework for software-managed memory hierarchies., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,fe29a24db304360e6d32d6875c04ed40, , 
 , ,Haruo Hosoya and J\'er\^ome Vouillon and Benjamin C. Pierce, , , , , , , ,ACM Transactions on Programming Languages and Systems, ,January, ,1, , , , , ,Regular Expression Types for XML, ,27,2005,article,http://www.bibsonomy.org/api/tags/importedimported,a6e021d62daea71d41212bf1bd629ddb, , 
 , ,Juan M. Corchado and Jim Aiken and Javier Bajo,Case-Based Reasoning on Images and Signals, ,series/sci/2008-73, ,Petra Perner, , , , , , , , , ,Springer, ,Studies in Computational Intelligence,A CBR Agent for Monitoring the Carbon Dioxide Exchange Rate from Satellite Images., ,73,2008,incollection,http://www.bibsonomy.org/api/tags/dblpdblp,fa7987132925bc016cf48e8dbfb1e33b, , 
 , ,A. Moszczynska and P. Fitzmaurice and L. Ang and K. S. Kalasinsky and G. A. Schmunk and F. J. Peretti and S. S. Aiken and D. J. Wickham and S. J. Kish, , , , , , , ,Brain, , , ,2, , , , , ,Why is parkinsonism not a feature of human methamphetamine users?, ,127,2004,article,http://www.bibsonomy.org/api/tags/bgbg,4daeac27800c562ccf76c80070aa354c, , 
 , ,Tachio Terauchi and Alex Aiken, , , , , , , ,ACM Trans. Program. Lang. Syst., , , ,5, , , , , ,A capability calculus for concurrency and determinism., ,30,2008,article,http://www.bibsonomy.org/api/tags/dblpdblp,be5bbb1e059a5f452783e49c3e40d248, , 
"New York, NY, USA", ,Manuel Fähndrich and Mark Aiken and Chris Hawblitzel and Orion Hodson and Galen Hunt and James R. Larus and Steven Levi, , , , , , , ,SIGOPS Oper. Syst. Rev., , , ,4, , ,ACM, , ,"Language Support for Fast and Reliable Message-based
Communication in Singularity OS", ,40,2006,article,http://www.bibsonomy.org/api/tags/PhDPhDhttp://www.bibsonomy.org/api/tags/ProposalProposalhttp://www.bibsonomy.org/api/tags/MessageBasedMessageBasedhttp://www.bibsonomy.org/api/tags/SingularitySingularity,16ab1fd1c2a4a4f60b45eede95eb2c7f, , 
 , ,"A. Aiken and M. F{\""a}hndrich and Z. Su","Tools and Algorithms for Construction and Analysis of Systems, 4th International Conference, {TACAS} '98", , , ,Bernhard Steffen, , , , , , , , , ,Springer, , ,Detecting races in {R}elay {L}adder {L}ogic programs, ,LNCS 1384,1998,inproceedings,http://www.bibsonomy.org/api/tags/importedimported,15028650c3064ca6ecee495b9ce410ac, , 
 , ,"A. Aiken and M. F{\""a}hndrich and Z. Su", , , , , , , ,International Journal on Software Tools for Technology Transfer, , , ,1, , ,Springer, , ,Detecting races in {R}elay {L}adder {L}ogic programs, ,3,2000,article,http://www.bibsonomy.org/api/tags/importedimported,16f41ca2bd35a19356b04deaf331261d, , 
 , ,Kunihiko Higa and Milam W. Aiken and Olivia R. Liu Sheng, , , , , , , ,International Journal of Software Engineering and Knowledge Engineering, , , ,1, , , , , ,Structured Design of a Knowledge-Based Message Dissemination System., ,4,1994,article,http://www.bibsonomy.org/api/tags/dblpdblp,4932131e8667b192f3fa5fefbeb6143c, , 
 , ,S. Schleimer and D. S. Wilkerson and A. Aiken, , , , , , , , , , , , , , , , , ,Winnowing: local algorithms for document fingerprinting, , ,2003,inproceedings,http://www.bibsonomy.org/api/tags/importedimported,c5b6dcf3dffceb27ca22055c579458d8, , 
 , ,Timothy Mwololo Waema and A. J. Rodrigues,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Computer-Based Information Systems in Their Social Context: Use of Different Perspectives., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,a2a41278a00083231b0a5fa09afc3cb3, , 
 , ,Mike Houston and Ji Young Park and Manman Ren and Timothy J. Knight and Kayvon Fatahalian and Alex Aiken and William J. Dally and Pat Hanrahan,PPOPP, ,conf/ppopp/2008, ,Siddhartha Chatterjee and Michael L. Scott, , , , , , , , , ,ACM, , ,A portable runtime interface for multi-level memory hierarchies., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,c2d11e1a91be26a7c76fb92b4b9f76ef, , 
 , ,N.Y. Li and P.R. Sharps and M. Stan and F. Newman and J.S. Hills and H.Q. Hou and J.M. Gee and D.J. Aiken,"Photovoltaic Specialists Conference, 2000. Conference Record of the Twenty-Eighth IEEE", , , , , , , , , ,ingaasn photovoltaic solar 1.25eV, , , , , , ,Development of 1.25 eV InGaAsN for triple junction solar cells, , ,2000,inproceedings,http://www.bibsonomy.org/api/tags/importedimported,ed2290637ff62120e8563a430c35f01c, , 
 , ,S.F. Rice and R.R. Steeper and J.D. Aiken, , , , , , , ,J. Phys. Chem. A, , , ,16, , , , , ,{Water density effects on homogeneous water-gas shift reaction kinetics}, ,102,1998,article,http://www.bibsonomy.org/api/tags/WaterWaterhttp://www.bibsonomy.org/api/tags/HomogenousHomogenoushttp://www.bibsonomy.org/api/tags/Water-Gas-Shift-ReactionWater-Gas-Shift-Reactionhttp://www.bibsonomy.org/api/tags/kineticskinetics,23fd291a99065e8f1576f2b41a9a4320, , 
 , ,Yichen Xie and Alex Aiken, , , , , , , ,ACM Trans. Program. Lang. Syst., , , ,3, , , , , ,Saturn: A scalable framework for error detection using Boolean satisfiability., ,29,2007,article,http://www.bibsonomy.org/api/tags/dblpdblp,99fdc84c365df7ffa7bd52fe7c73da59, , 
 , ,Juan M. Corchado and Jim Aiken and Emilio Corchado and Nathalie Lefevre and Tim Smyth,ECCBR, ,conf/ewcbr/2004, ,Peter Funk and Pedro A. Gonz{\~A}{!'}lez-Calero, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Quantifying the Ocean's CO2 Budget with a CoHeL-IBR System., ,3155,2004,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,533ac74d0e1c5dd5af990b970c16c0fe, , 
 , ,LH Aiken and SP Clarke and DM Sloane, , , , , , , ,International Journal of Quality Health Care, ,Feb, ,1, , , , , ,"Hospital staffing, organization, and quality of care: cross-national findings", ,14,2002,article,http://www.bibsonomy.org/api/tags/staffing-levelsstaffing-levelshttp://www.bibsonomy.org/api/tags/nursingnursinghttp://www.bibsonomy.org/api/tags/burnoutburnouthttp://www.bibsonomy.org/api/tags/srprcsrprc,bca5ee688828107045fc48afd94db448, , 
 , ,D C Vahey and L H Aiken and D M Sloane and S P Clarke and D Vargas, , , , , , , ,Medical Care, ,Feb, ,2 Suppl, , , , , ,Nurse burnout and patient satisfaction, ,42,2004,article,http://www.bibsonomy.org/api/tags/staffing-levelsstaffing-levelshttp://www.bibsonomy.org/api/tags/nursingnursinghttp://www.bibsonomy.org/api/tags/satisfactionsatisfactionhttp://www.bibsonomy.org/api/tags/burnoutburnouthttp://www.bibsonomy.org/api/tags/srprcsrprc,a051ce9281e363efc5ac41a86dd59b49, , 
 , ,S. Schleimer and D. S. Wilkerson and A. Aiken,Proc. ACM SIGMOD Conf., , , , , , , , , , , , , , , , ,Winnowing: local algorithms for document fingerprinting, , ,2003,inproceedings,http://www.bibsonomy.org/api/tags/importedimported,08d63f6cd953c7d150cb644700fc28d4, , 
 , ,S. Schleimer and D. S. Wilkerson and A. Aiken,Proc. ACM SIGMOD Conf., , , , , , , , , , , , , , , , ,Winnowing: local algorithms for document fingerprinting, , ,2003,inproceedings,http://www.bibsonomy.org/api/tags/system:unfiledsystem:unfiled,08d63f6cd953c7d150cb644700fc28d4, , 
 , ,S. Schleimer and D. S. Wilkerson and A. Aiken,Proc. ACM SIGMOD Conf., , , , , , , , , , , , , , , , ,Winnowing: local algorithms for document fingerprinting, , ,2003,inproceedings,http://www.bibsonomy.org/api/tags/importedimported,08d63f6cd953c7d150cb644700fc28d4, , 
 , ,Ashraf Shirani and Milam W. Aiken and Brian J. Reithel, , , , , , , ,DATA BASE, , , ,4, , , , , ,A Model of User Information Satisfaction., ,25,1994,article,http://www.bibsonomy.org/api/tags/dblpdblp,754bd9d7828379e9fbac59c2cad464be, , 
 , ,Giorgio P. Ingargiola and Nathan Hoskin and Robert M. Aiken and Rajeev V. Dubey and Judith D. Wilson and Mary-Angela Papalaskari and Margaret Christensen and Roger Webster,SIGCSE, ,conf/sigcse/1994, ,Robert Beck and Don Goelman, , , , , , , , , ,ACM, , ,A repository that supports teaching and cooperation in the introductory AI course., , ,1994,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,733e224a64197bed854090d7aae76de6, , 
 , ,Timothy J. Knight and Ji Young Park and Manman Ren and Mike Houston and Mattan Erez and Kayvon Fatahalian and Alex Aiken and William J. Dally and Pat Hanrahan,PPOPP, ,conf/ppopp/2007, ,Katherine A. Yelick and John M. Mellor-Crummey, , , , , , , , , ,ACM, , ,Compilation for explicitly managed memory hierarchies., , ,2007,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,f97d57f67eb0d54c869d3a5e2ca29c17, , 
 , ,Daniel R. Ellis and John G. Aiken and Kira S. Attwood and Scott D. Tenaglia,WORM, ,conf/worm/2004, ,Vern Paxson, , , , , , , , , ,ACM Press, , ,A behavioral approach to worm detection., , ,2004,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,3b2fe9f272d5c2f2cff88689a55bef5c, , 
 , ,Tachio Terauchi and Alex Aiken,CONCUR, ,conf/concur/2006, ,Christel Baier and Holger Hermanns, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,A Capability Calculus for Concurrency and Determinism., ,4137,2006,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,3fc90015660ea9e8a44ecdc8d07d0e63, , 
 , ,Alexander Aiken and John H. Williams and Edward L. Wimmers, , , , , , , ,ACM Trans. Program. Lang. Syst., , , ,1, , , , , ,Safe: A Semantic Technique for Transforming Programs in the Presence of Errors., ,17,1995,article,http://www.bibsonomy.org/api/tags/dblpdblp,e01a7d11f4f2d9ebe9da0717892c8e71, , 
 , ,Lynda Hodgson and Peter H. Aiken,SIGCPR, ,conf/sigcpr/1998, ,Fred Niederman and Ritu Agarwal, , , , , , , , , ,ACM, , ,Organizational change enabled by the mandated implementation of new information systems technology: a modified technology acceptance model., , ,1998,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,006b40c3892ca1cc337d2822c49136f5, , 
 , ,Richard G. Epstein and Robert M. Aiken and Glenn Snelbecker and Jane Potosky,SIGCSE, ,conf/sigcse/1987, ,A. K. Rigler and Daniel C. St. Clair, , , , , , , , , ,ACM, , ,Retraining high school teachers to teach computer science - observations on the first course., , ,1987,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,1aaf835beceebd3f21b5cfcdd6498e30, , 
 , ,Robert M. Aiken and Neal S. Coulter and Julia E. Hodges and Joyce Currie Little and Helen C. Takacs and A. Joe Turner,SIGCSE, ,conf/sigcse/1988, ,Herbert L. Dershem, , , , , , , , , ,ACM, , ,Continuing education activities of the ACM., , ,1988,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,1bef02bd803f5fa60844716698470eaa, , 
 , ,Robert M. Aiken and Elizabeth S. Adams and Susan Foster and Richard Little and William A. Marion and Judith D. Wilson and Gayle J. Yaverbaum,SIGCSE, ,conf/sigcse/1988, ,Herbert L. Dershem, , , , , , , , , ,ACM, , ,Computer science education in China., , ,1988,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,1b32dcea88bb659a4f54bc831090e415, , 
 , ,Robert M. Aiken and Ned Kock and Munir Mandviwalla,SIGCSE, ,conf/sigcse/2000, ,Lillian (Boots) Cassel and Nell B. Dale and Henry MacKay Walker and Susan M. Haller, , , , , , , , , ,ACM, , ,Fluency in information technology: a second course for non-CIS majors., , ,2000,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,7c6379b2598bc91ba657f3a0b07da646, , 
 , ,Jean B. Rogers and Fred Archberger and Robert M. Aiken and John C. Arch and Michael R. Haney and John D. Lawson Jr. and Cheryl Lemke and Thomas A. Swanson and Samuel F. Tumolo,ACM Conference on Computer Science, ,conf/acm/1985, ,Terry M. Walker and Wayne D. Dominick, , , , , , , , , ,ACM, , ,Computer science for secondary schools: course content recommendations of the ACM education board elementary and secondary schools subcommittee., , ,1985,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,8b1388447574158911e538a5ee7ff779, , 
 , ,Victoria Y. Yoon and Peter Aiken and Tor Guimaraes,Encyclopedia of Information Science and Technology (I), ,books/idea/Ency05, ,Mehdi Khosrow-Pour, , , , , , , , , ,Idea Group, , ,Applying a Metadata Framework to Improve Data Quality., , ,2005,incollection,http://www.bibsonomy.org/api/tags/dblpdblp,7558be0da4ff0e7b73a10505150e8c59, , 
 , ,Abdelhaleem Ashqar and Brian J. Reithel and Milam W. Aiken and Ashraf Shirani, , , , , , , ,Journal of Systems and Software, , , ,3, , , , , ,Use of a group support system to evaluate management information system effectiveness., ,24,1994,article,http://www.bibsonomy.org/api/tags/dblpdblp,5beb589a31045d75a488191cac7dbf78, , 
 , ,John Kodumal and Alexander Aiken,SAS, ,conf/sas/2005, ,Chris Hankin and Igor Siveroni, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Banshee: A Scalable Constraint-Based Analysis Toolkit., ,3672,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,a23c635b5fb8eeb8bb5e55a6824c018a, , 
 , ,Tachio Terauchi and Alexander Aiken,SAS, ,conf/sas/2005, ,Chris Hankin and Igor Siveroni, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Secure Information Flow as a Safety Problem., ,3672,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,9fc046c9a328cd10986d7ccdcbd868f7, , 
